Objektnummer,Kulturdenkmaltyp,Kreis,Gemeinde,Adresse_Lage,Bezeichnung,Beschreibung,Begr_ndung,Schutzumfang,FotoURL
44689,Bauliche Anlage,Kreis Segeberg,Traventhal,Brookredder,Ehrenmalanlage,"Ehrenmalanlage; 1897 - nach 1945; Eiche mit Gedenkstein für Kaiser Wilhelm I., 1897, Ehrenmal für die Gefallenen beider Weltkriege, nach 1945","Geschichtlich, Städtebaulich","Ehrenmalanlage, Ehrenmal für die Gefallenen beider Weltkriege, Eiche für Kaiser Wilhelm I., Gedenkstein",
8122,Bauliche Anlage,Kreis Segeberg,Traventhal,Landgestüt 1,Pferdestall (1873),Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
8123,Bauliche Anlage,Kreis Segeberg,Traventhal,Landgestüt 1,Pferdestall (1874),Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
8124,Bauliche Anlage,Kreis Segeberg,Traventhal,Landgestüt 1,Pferdestall,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
9304,Bauliche Anlage,Kreis Segeberg,Traventhal,Landgestüt 1,Reithalle,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
9305,Bauliche Anlage,Kreis Segeberg,Traventhal,Landgestüt 1,Krankenstall,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
9306,Bauliche Anlage,Kreis Segeberg,Traventhal,Landgestüt 1 - 1a,Wohnhaus Sattlermeister / Kantine,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
9307,Bauliche Anlage,Kreis Segeberg,Traventhal,Landgestüt 1,Eingangstor,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/9307.jpg
9308,Bauliche Anlage,Kreis Segeberg,Traventhal,Landgestüt 1,Wappentafel vom Schloss (am Pferdestall),Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
8121,Bauliche Anlage,Kreis Segeberg,Traventhal,Landgestüt 2,Gutshaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
8125,Bauliche Anlage,Kreis Segeberg,Traventhal,Landgestüt,Pferdestall (1903),Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
9309,Bauliche Anlage,Kreis Segeberg,Traventhal,Schlossgarten,Wappentafel vom Schloss (im Garten),Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
24734,Gründenkmal,Kreis Segeberg,Traventhal,Landgestüt,Nebenzufahrtsallee,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,
24735,Gründenkmal,Kreis Segeberg,Traventhal,Landgestüt,Hauptzufahrtsallee,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,
9316,Gründenkmal,Kreis Segeberg,Traventhal,Schlossgarten,Schlossgarten,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Kulturlandschaftlich","Schlossgarten, Sonnenuhr, Löwe (1), Löwe (2), Löwe (3), Löwe (4), Grotte, Gartenalleen, Rondell",
32993,Bauliche Anlage,Kreis Segeberg,"Wahlstedt, Stadt",Waldstraße 101,Wasserwerksbunker,Alteintragung (Aktualisierung vorgesehen),Geschichtlich,Alteintragung (Aktualisierung vorgesehen),
44693,Bauliche Anlage,Kreis Segeberg,Wakendorf I,Am Ehrenmal,Ehrenmalanlage,"Ehrenmalanlage; 1871 bis 1957; kleine Anlage mit Friedenseiche (1871), zwei Ehrenmalen für die Gefallenen der beiden Weltkriege (1921, 1957) und Einfriedung","Geschichtlich, Städtebaulich","Ehrenmalanlage, Friedenseiche, Ehrenmal für die Gefallenen des Ersten Weltkriegs, Ehrenmal für die Gefallenen des Zweiten Weltkrieges, Einfriedung",
51965,Bauliche Anlage,Kreis Segeberg,Wakendorf I,Hauptstraße 10,Wohn- und Wirtschaftsgebäude,"Wohn- und Wirtschaftsgebäude; 1912; stattliches, zweigeschossiges Haupthaus einer Hofanlage mit Seitenrisalit und Satteldach, repräsentativ gestalteter Wohnteil","Geschichtlich, Städtebaulich",gesamtes Objekt,
10790,Bauliche Anlage,Kreis Segeberg,Wakendorf I,Hauptstraße 11,Wohn- und Wirtschaftsgebäude,"Wohn- und Wirtschaftsgebäude; um 1840; eingeschossiger, giebelständiger Fachwerkbau mit reetgedecktem Halbwalmdach","Geschichtlich, Kulturlandschaftlich, Städtebaulich",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/10790.jpg
50313,Mehrheit von baulichen Anlagen,Kreis Segeberg,Wakendorf II,"Wilstedter Straße 12, 14","Wohn- und Wirtschaftsgebäude Wilstedter Straße 12, 14","Wohn- und Wirtschaftsgebäude Wilstedter Straße 12-14; um 1860, 1862; zwei freistehend nebeneinander angelegte, gleichartige eingeschossige Backsteinbauten mit reetgedeckten Halbwalmdächern, hakenförmige Grundrisse, Wirtschaftsteile im Westen","Geschichtlich, Kulturlandschaftlich, Städtebaulich","Wohn- und Wirtschaftsgebäude (Wilstedter Straße 12, 14)",
43739,Bauliche Anlage,Kreis Segeberg,Wakendorf II,Wilstedter Straße 12,Wohn- und Wirtschaftsgebäude,"Wohn- und Wirtschaftsgebäude; 1862; eingeschossiger Backsteinbau mit reetgedecktem Halbwalmdach, hakenförmiger Grundriss, niedriger Wirtschaftsteil im Westen mit Drempel und Satteldach","Geschichtlich, Kulturlandschaftlich, Städtebaulich",gesamtes Objekt,
43740,Bauliche Anlage,Kreis Segeberg,Wakendorf II,Wilstedter Straße 14,Wohn- und Wirtschaftsgebäude,"Wohn- und Wirtschaftsgebäude; um 1860.; Hof H.-Peter Bülk, eingeschossiger Backsteinbau mit reetgedecktem Halbwalmdach, hakenförmiger Grundriss, Wirtschaftsteil im Westen mit Satteldach und Brettergiebel","Geschichtlich, Kulturlandschaftlich, Städtebaulich",gesamtes Objekt,
26660,Gründenkmal,Kreis Segeberg,Wakendorf II,Henstedter Straße,Kaisereiche,"Kaisereiche mit Gedenkstein; 1897; hoch gewachsene Eiche, daneben Findling mit Inschrifttafel für den 100. Geburtstag Kaiser Wilhelms I.","Geschichtlich, Städtebaulich","Kaisereiche, Gedenkstein 1897",
43735,Gründenkmal,Kreis Segeberg,Wakendorf II,Henstedter Straße,Doppeleiche,"Doppeleiche mit Gedenkstein; um 1908, schleswig-holsteinische Doppeleiche, davor Feldstein mit Inschrifttafel","Geschichtlich, Kulturlandschaftlich","Doppeleiche, Gedenkstein",
9219,Bauliche Anlage,Kreis Segeberg,Weddelbrook,Glückstädter Straße 23,Weddelbrooker Wassermühle,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
24664,Bauliche Anlage,Kreis Segeberg,Weddelbrook,Glückstädter Straße 23,Mühlenwehr,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
11017,Bauliche Anlage,Kreis Segeberg,Weddelbrook,Mönkloher Berg,Granitbrücke,"Granitbrücke; wohl 18. Jh.; Wegbrücke über den Kesselgraben aus behauenen Granitblöcken, größeren Feldsteinen, sowie langen Granitblöcken als Decklage","Geschichtlich, Kulturlandschaftlich, Technisch",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/11017.jpg
45204,Sachgesamtheit,Kreis Segeberg,Wensin,Hüls 1,Hof Hüls,"Hof Hüls; 1848 – Ende 19. Jh.; südlich der Niederung der Garbeker Au gelegenes Ensemble aus Wohnhaus, Scheune, Kuh- und Pferdestall, ehem. Schweinestall und Zufahrtsallee","Geschichtlich, Kulturlandschaftlich","Wohnhaus, Kuh- und Pferdestall, Scheune, ehem. Schweinestall, Zufahrtsallee (Linden)",
8147,Bauliche Anlage,Kreis Segeberg,Wensin,An der B 432,Meilenstein,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich, Wissenschaftlich",gesamtes Objekt,
1235,Bauliche Anlage,Kreis Segeberg,Wensin,Gut Wensin 1,Gut Wensin: Herrenhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/1235.jpg
1236,Bauliche Anlage,Kreis Segeberg,Wensin,Gut Wensin 2 - 4,Gut Wensin: Kavalierhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/1236.jpg
1961,Bauliche Anlage,Kreis Segeberg,Wensin,Gut Wensin 5 - 7,Gut Wensin: Getreidespeicher,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
1885,Bauliche Anlage,Kreis Segeberg,Wensin,Gut Wensin,Gut Wensin: Orangerie,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/1885.jpg
13494,Bauliche Anlage,Kreis Segeberg,Wensin,Gut Wensin,Gut Wensin: Gärtnerhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
13495,Bauliche Anlage,Kreis Segeberg,Wensin,Gut Wensin,Gut Wensin: Buttermilchhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/13495.jpg
13121,Bauliche Anlage,Kreis Segeberg,Wensin,Hüls 1,Kuh- und Pferdestall,Kuh- und Pferdestall; 1848; großer eingeschossiger Fachwerkbau mit reetgedecktem Halbwalmdach,"Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/13121.jpg
27230,Teil einer baulichen Anlage,Kreis Segeberg,Wensin,Segeberger Straße (B432),Reliefstein CR 1843,Reliefstein; 1843; Steintafel beidseitig mit Relief-Monogramm des dänischen Königs Christian VIII,"Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,
8126,Gründenkmal,Kreis Segeberg,Wensin,Gut Wensin,Gut Wensin: Gutsgarten,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Kulturlandschaftlich","Gut Wensin: Gutsgarten, Gartenmauer, geschnittenes doppeltes Lindenkreuz, freiwachsende Lindenallee, Apollo, Brücke Herrenhaus/Insel, Insel im Burggraben, landschaftlich vergrößerter Burggraben, Hoflinden,  Burggraben (teilweise verfüllt), Brücke Insel/Garten, Brücke Kavalierhaus/Gartenpavillon, Blutsbuche",https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/8126.jpg
13493,Gründenkmal,Kreis Segeberg,Wensin,Gut Wensin,Gut Wensin: Zufahrtsallee (Linden),Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,
8127,Sonstiges Denkmal,Kreis Segeberg,Wensin,Gut Wensin,Gut Wensin: Schmiedeeisernes Gartentor,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch",Alteintragung (Aktualisierung vorgesehen),https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/8127.jpg
28969,Bauliche Anlage,Kreis Segeberg,Wiemersdorf,Kieler Straße,Halbmeilenstein,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich, Wissenschaftlich",gesamtes Objekt,
32181,Bauliche Anlage,Kreis Segeberg,Wiemersdorf,Kieler Straße,Chaussee-Gedenkstein,"Gedenkstein zur Fertigstellung des Kopfsteinpflasters auf der Kiel-Altonaer Chaussee; 1923; Stele aus Kalkstein über quadratischem Grundriss, Höhe 1,7 Meter, Inschrift und Wappen; mit vier Eichen","Geschichtlich, Städtebaulich","Chaussee-Gedenkstein, vier Eichen",
