Objektnummer,Kulturdenkmaltyp,Kreis,Gemeinde,Adresse_Lage,Bezeichnung,Beschreibung,Begr_ndung,Schutzumfang,FotoURL
41906,Mehrheit von baulichen Anlagen,Stadt Neumünster,"Neumünster, Stadt","Färberstraße 31, 33","Mietwohnungshäuser Färberstraße 31, 33","Mietwohnungshäuser Färberstraße 31 u. 33; 1908/09; Hans Fehrs; spiegelbildlich Angelegte dreigeschossige Putzbauten unter Kieler Dach, übergiebelte Risalite mit Polygonalerker, Putzzierfelder mit Jugendstildekor, Nr. 33 mit eiserner Vorgarteneinfriedung","Geschichtlich, Städtebaulich","Mietwohnungshaus (Färberstraße 31), Mietwohnungshaus mit Vorgartenzaun (Färberstraße 33)",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/41906.jpg
41915,Mehrheit von baulichen Anlagen,Stadt Neumünster,"Neumünster, Stadt","Färberstraße 44, 46, 48, 50",Wohnhäuser Färberstraße 44-50,"Färberstraße 44-50; 1. Viertel 20. Jh.; Gruppe von vier giebelständigen Einfamilienwohnhäusern, ein- bis zweigeschossig, schlichte Putzfassaden der Reformarchitektur, Vorgärten mit bauzeitlichen Einfriedungen","Geschichtlich, Städtebaulich","Einfamilien-Wohnhaus mit Vorgartenzaun (Färberstraße 44), Einfamilien-Reihenwohnhaus mit Vorgartenzaun (Färberstraße 46), Einfamilien-Reihenwohnhaus mit Vorgartenzaun (Färberstraße 48), Einfamilien-Wohnhaus (Färberstraße 50)",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/41915.jpg
41916,Mehrheit von baulichen Anlagen,Stadt Neumünster,"Neumünster, Stadt","Färberstraße 45, 47, 49-49a, 51, 53, 55, 57-59, 61",Heimatschutzvillen Färberstraße 45-61,"Heimatschutzvillen Färberstraße 45-61; 1. Viertel 20. Jh., geschlossene Reihe von 8 zweigeschossigen Villen und Einfamilienwohnhäusern, Backstein- und Putzfassaden alternierend, Fassaden durchgängig von versprossten Fenstern, Fensterläden und Erkern belebt","Geschichtlich, Künstlerisch, Städtebaulich","Villa Padberg (Färberstraße 45), Villa Fehrs (Färberstraße 47), Villa Delfs (Färberstraße 49-49a), Villa Silbertoff mit Einfriedung (Färberstraße 51), Einfamilienhaus (Färberstraße 53), Einfamilienhaus (Färberstraße 55), Doppelwohnhaus (Färberstraße 57-59), Einfamilienhaus (Färberstraße 61)",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/41916.jpg
40202,Mehrheit von baulichen Anlagen,Stadt Neumünster,"Neumünster, Stadt","Färberstraße 18, 20, 22, Luisenstraße 31",Wohnblock Färberstraße/Luisenstraße,"Wohnblock Färberstraße/ Luisenstraße; 1913/14; Emil Wittig; viergeschossiger, langgestreckter Backsteinbau unter Satteldach mit Schleppgauben zwischen schweifgiebelbekrönten Seitenrisaliten, rückwärtige Einfriedung und Hofgebäude","Geschichtlich, Städtebaulich","Wohnblöcke Färberstraße 18, 20, 22, Luisenstraße 31 mit Hofgebäude und Einfriedung",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/40202.jpg
22754,Mehrheit von baulichen Anlagen,Stadt Neumünster,"Neumünster, Stadt","Feldstraße 20, 22c-d, 22g-h, 22e-f, 22a-b, 22i-n, 24, 26-28, 30-38, 40-48, 50-56, Plöner Straße 65-67",Siedlungsgebiet westliche Feldstraße,"Siedlungsgebiet westliche Feldstraße; 1927/28, Stadtbaurat Carl Lembke; Blockrandbebauung aus dreigeschossigen Backsteinzeilenbauten unter ausgebauten Mansarddächern, Fassaden durch Stegrustikazonen belebt, Eingangsachsen durch Werksteinrahmungen und schmale Treppenhausfensterbänder betont, Blockrandbinnenbebauung in Kammstruktur","Geschichtlich, Künstlerisch, Städtebaulich","Mietwohnungshäuser Feldstraße 20, 24, 26-28; Mietwohnungshauszeilen Feldstraße 30-38, 40-48, 50-56, Plöner Straße 77-83, Plöner Straße 65-67, Ringstraße 39-45; Blockbinnenbebauung Feldstraße 22 a-b, c-d, e-f, g-h, i-n",
38915,Mehrheit von baulichen Anlagen,Stadt Neumünster,"Neumünster, Stadt","Fürsthof 3, 4, 5, 6, 7, 8, 9, 10",Baugruppe Fürsthof 3-10,Baugruppe Fürsthof 3-10; überwiegend letztes Viertel 19. Jh.; geschlossener historischer Straßenzug vornehmlich zweigeschossiger Wohngebäude mit Gewerbe,"Geschichtlich, Städtebaulich","Wohn- und Geschäftshäuser (Fürsthof 3, 4); ehem. Pferdestall und Remise (Fürsthof 5), Wohnhäuser (Fürsthof 6, 10), Mietwohnungshaus (Fürsthof 7), Wohnhaus mit Gewerbe (Fürsthof 8), Fachwerkgiebelhaus (Fürsthof 9)",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/38915.jpg
21641,Mehrheit von baulichen Anlagen,Stadt Neumünster,"Neumünster, Stadt","Gerhart-Hauptmann-Platz 1-4, 5-6, 7-9, Legienstraße 1-9, Max-Richter-Straße 1-3",Böcklersiedlung,"Böcklersiedlung; 1950-62; repräsentative Platzsituation als Auftakt der aus ERP-Mitteln für Flüchtlinge und Vertriebene errichteten Siedlung, begrenzt durch dreigeschossige Zeilenbauten in Backstein mit Satteldächern, akzentuierende Baudetails im Duktus der 1930er Jahre","Geschichtlich, Städtebaulich","Mietwohnungshäuser Gerhart-Hauptmann-Platz 1-4, 5-6, 7-9, Legienstraße 1-9, Max-Richter-Straße 1-3",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/21641.jpg
39554,Mehrheit von baulichen Anlagen,Stadt Neumünster,"Neumünster, Stadt","Goebenstraße 19-21, 23-25, 27-29, 31-33, 35-37, 39-41",Doppelwohnhäuser Goebenstraße 19-41,"Doppelwohnhäuser Goebenstraße; 1926-29; Emil Wittig für die Beamten-Baugenossenschaft Neumünster; sechs eingeschossige, traufenständige Putzbauten unter ausgebauten Satteldächern im expressionistischen Heimatstil auf Gartengrundstücken","Geschichtlich, Städtebaulich","Doppelwohnhäuser Goebenstraße 19-21, 23-25, 27-29, 31-33, 35-37, 39-41",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/39554.jpg
39555,Mehrheit von baulichen Anlagen,Stadt Neumünster,"Neumünster, Stadt","Großflecken 26, 28, 30, 32",Wohn- und Geschäftshäuser Großflecken 26-32,"Wohn- und Geschäftshäuser Großflecken 26-32; Ende 19./Anfang 20 Jh.; vier zwei- bis dreigeschossige Wohn- und Geschäftshäuser, trauf- und giebelständig, Putz- und Zierklinkerfassaden","Geschichtlich, Städtebaulich","Wohn- und Geschäftshäuser Großflecken 26, 28, 30, 32",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/39555.jpg
39556,Mehrheit von baulichen Anlagen,Stadt Neumünster,"Neumünster, Stadt","Großflecken 29, 31, 33, 35, 37, 39, 41, 43",Wohn- und Geschäftshäuser Großflecken 29-43,Wohn- und Geschäftshäuser Großflecken 29-43; überwiegend letztes Viertel 19. Jh.; Gruppe von acht zumeist drei- bis viergeschossigen historistischen Wohn- und Geschäftshäusern,"Geschichtlich, Städtebaulich","Wohn- und Geschäftshauser Großflecken 29, 31, 33, 35, 37, 39, 41, 43",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/39556.jpg
38916,Mehrheit von baulichen Anlagen,Stadt Neumünster,"Neumünster, Stadt","Haart 1, 3, 5, Großflecken 73, 75","Wohn- und Geschäftshäuser Großflecken 73, 75/Haart 1, 3, 5","Großflecken 73-75 u. Haart 1-5; Ende 19. Jh./Anfang 20. Jh.; Reihe von fünf zwei- bis dreigeschossigen  Wohn- und Geschäftshäusern in geschlossener und halboffener Bebauung, spätklassizistische und historistische Fassadengestaltung","Geschichtlich, Städtebaulich","Wohn- und Geschäftshäuser Großflecken 73, 75; Haart 1, 3, 5",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/38916.jpg
43366,Mehrheit von baulichen Anlagen,Stadt Neumünster,"Neumünster, Stadt","Hansaring 7, 9",Wohnhäuser Hansaring 7-9,"Wohnhäuser Hansaring 7-9; 1930/31; Emil Wittig; 3-4 geschossige Backsteinbauten unter Satteldach, durch vorgezogene gereihte Kopfsteine strukturierte Fassadengliederung, Treppenhäuser durch markante, aufsteigende Fensterbänder belichtet","Geschichtlich, Künstlerisch, Städtebaulich","Wohnhäuser Hansaring 7, 9",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/43366.jpg
22760,Mehrheit von baulichen Anlagen,Stadt Neumünster,"Neumünster, Stadt","Hansaring 34, 36, Hansaring u.a., Wasbeker Straße 70, Werderstraße 29-35",Siedlung Verein Arbeiterbund,"Siedlung Verein Arbeiterbund; 1925-1949; August Silbertoff u. Erich Marquardsen für den Verein Arbeiterbund; backsteinerne Blockrandbebauung im Stil der Heimatschutzarchitektur, Fassadengestaltung von barocker Formensprache und expressionistischer Backsteinornamentik beeinflusst","Geschichtlich, Künstlerisch, Städtebaulich","Wohn- und Geschäftshaus mit Hofgebäude (Hansaring 34, Wasbeker Straße 70), Hansahaus (Hansaring 36), Wohnblock mit Hofgebäude (Hansaring 38-50, Werderstraße 29-35)",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/22760.jpg
45970,Mehrheit von baulichen Anlagen,Stadt Neumünster,"Neumünster, Stadt","Hinter der Kirche 2, 3-5, 6, 7, Hinter der Kirche, Mühlenhof 1, 3",Baugruppe Hinter der Kirche 1-7/Mühlenhof 1-3,"Hinter der Kirche 1-7/Mühlenhof 1-3; 1870er-1970er Jahre; zwei- bis dreigeschossige traufständige geschlossene Bauten in Putz und Backstein, Kopfsteinstraßenpflasterung","Geschichtlich, Städtebaulich","Wohn- und Geschäftshäuser (Mühlenhof 1, 3; Hinter der Kirche 1, 3-5), Wohnhäuser (Hinter der Kirche 2, 6), ehem. Stadtbücherei (Hinter der Kirche 7), Straßenpflasterung",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/45970.jpg
38924,Mehrheit von baulichen Anlagen,Stadt Neumünster,"Neumünster, Stadt","Holstenstraße 1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 14, 16, 18, 20-22",Wohn- und Geschäftshäuser Holstenstraße 1-22,"Wohn- und Geschäftshäuser Geschäftsstraße Holstenstraße, letztes Jahrzehnt 19. Jh., geschlossene Gruppe von mehrgeschossigen historistischen Wohn- und Geschäftshäusern","Geschichtlich, Künstlerisch, Städtebaulich","ehem. Hotel Brigel (Holstenstraße 1); Wohn- und Geschäftshäuser Holstenstraße 2, 3, 4, 5, 6, 7, 8, 9, 12, 14, 16, 18, 20-22",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/38924.jpg
38932,Mehrheit von baulichen Anlagen,Stadt Neumünster,"Neumünster, Stadt","Holstenstraße 40, 42, 44","Wohnhäuser Holstenstraße 40, 42, 44","Wohnhäuser Holstenstraße 40-44, geschlossene Reihe von drei zweigeschossigen historistischen Wohnhäusern mit Putzfassaden","Geschichtlich, Städtebaulich","Villa (Holstenstraße 40), Wohnhäuser Holstenstraße 42, 44",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/38932.jpg
39915,Mehrheit von baulichen Anlagen,Stadt Neumünster,"Neumünster, Stadt","Kieler Straße 67, 69, 71, 73, 75",Mietwohnungshäuser Kieler Straße 67-75,Kieler Straße 67-75; 1894-1897; Zimmermeister H. Laubs u. Rudolf Pries; Gruppe von fünf drei- und viergeschossigen historistischen Mietwohnungshäusern mit reich gegliederten Putzfassaden,"Geschichtlich, Städtebaulich","Mietwohnungshäuser Kieler Straße 67, 69, 71, 73, 75",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/39915.jpg
44988,Mehrheit von baulichen Anlagen,Stadt Neumünster,"Neumünster, Stadt","Kummerfelder Straße 5, 7","Wohnhäuser Kummerfelder Straße 5, 7","Wohnhäuser Kummerfelder Straße; 1906, Maurermeister M. Storm; zwei identische traufenständige eingeschossige Putzbauten mit Drempelgeschossen unter Schopfwalmdächern, Straßenfassaden mit übergiebelten Seitenrisaliten, Putzzier in Neorenaissancedekor","Geschichtlich, Städtebaulich","Wohnhäuser Kummerfelder Straße 5, 7",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/44988.jpg
44974,Mehrheit von baulichen Anlagen,Stadt Neumünster,"Neumünster, Stadt","Lerchenstraße 6-8, 10-12, 14-16",Doppelwohnhäuser Lerchenstraße,"Doppelwohnhäuser Lerchenstraße; 1904, Gottfried Wiese für den Allgemeinen Bau- und Spar-Verein für Neumünster; drei traufenständige Bauten in Putz- und Backstein unter ausgebauten Dächern gegliedert durch eingeschossigen Mittelteil zwischen zweigeschossigen übergiebelten Seitenrisaliten, rückwärtige kleine Wirtschaftsflügel","Geschichtlich, Städtebaulich","Doppelwohnhäuser Lerchenstraße 6-8, 10-12, 14-16",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/44974.jpg
41756,Mehrheit von baulichen Anlagen,Stadt Neumünster,"Neumünster, Stadt","Luisenstraße 7, 9, 11, 13",Wohnhäuser Luisenstraße 7-13,"Wohnhäuser Luisenstraße 7-13; 1897-1900; Rudolf Pries und Carl Otto Göttsche; fluchtende Reihe von drei zwei- bis dreigeschossigen Wohnhäusern mit historistischen, durch Risalite und Erker gegliederten Putzfassaden","Geschichtlich, Städtebaulich","Villa (Luisenstraße 7), Doppel-Wohnhaus (Luisenstraße 9-11), Mietwohnungshaus (Luisenstraße 13)",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/41756.jpg
41789,Mehrheit von baulichen Anlagen,Stadt Neumünster,"Neumünster, Stadt","Luisenstraße 8, 10, Augustastraße 2",Wohnhäuser Luisenstraße 8-10/Augustastraße 2,Luisenstraße 8-10/Augustastraße 2; 1890er Jahre; geschlossene Baureihe von drei zwei- bis dreigeschossigen Wohnhäusern mit historistischen Fassaden in Putz- und Klinkeroptik,"Geschichtlich, Städtebaulich","Wohnhäuser Luisenstraße 8-10, Augustastraße 2",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/41789.jpg
39332,Mehrheit von baulichen Anlagen,Stadt Neumünster,"Neumünster, Stadt","Marienstraße 3, 5",Ein-Familien-Reihenwohnhäuser Marienstraße,Ein-Familien-Reihenwohnhäuser Marienstraße; 1906; zwei zweigeschossige Putzbauten über rotem Klinkersockel mit breiten Mansard-Quergiebeln unter gemeinsamen Satteldach in Formen der Heimatschutzarchitektur,"Geschichtlich, Städtebaulich","Ein-Familien-Reihenwohnhäuser mit Vorgartenzäunen Marienstraße 3, 5",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/39332.jpg
38926,Mehrheit von baulichen Anlagen,Stadt Neumünster,"Neumünster, Stadt","Roonstraße 20, 22, 24, 26, 28","Mietwohnungshäuser Roonstraße 20-26, 28","Mietwohnungshäuser Roonstraße 20-26, 28; 1905-1911; Hans Fehrs und Julius Brockstedt; geschlossene Baureihe von fünf drei- bis viergeschossigen verputzten Mietwohnungshäusern unter ausgebauten, gaubenbesetzten Dächern; Vorgartengrundstücke durch historische Einfriedungen begrenzt","Geschichtlich, Städtebaulich","Mietwohnungshäuser mit Einfriedungen Roonstraße 20, 22, 24, 26, 28",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/38926.jpg
44555,Mehrheit von baulichen Anlagen,Stadt Neumünster,"Neumünster, Stadt","Schleusberg 16, 18",Baugruppe Schleusberg 16-18,Schleusberg 16-18; 1893 u. 1894; Reihe von zwei mehrgeschossigen historistischen Putzbauten unter Walm- und Satteldach mit der Renaissance entlehnter Fassadengestaltung,"Geschichtlich, Städtebaulich","Wohn- und Geschäftshaus (Scheusberg 16), Villa Kracht (Scheusberg 18)",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/44555.jpg
38723,Mehrheit von baulichen Anlagen,Stadt Neumünster,"Neumünster, Stadt","Schützenstraße 22, 24, 26, 28, 30",Wohnhäuser Schützenstraße 22-30,"Schützenstraße 22-30, Gruppe von zweigeschossigen villenartigen Wohnhäusern aus dem Ende des 19. Jh. an der Schützenstraße zwischen Schwalebrücke und Mühlenhof","Geschichtlich, Städtebaulich","Wohnhäuser Schützenstraße 22, 24, 26, 28, 30",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/38723.jpg
38950,Mehrheit von baulichen Anlagen,Stadt Neumünster,"Neumünster, Stadt","Schützenstraße 31, 33, 34","Baugruppe Schützenstraße 31, 33, 34","Baugruppe von Wohn- und Geschäftshäusern; 1890er Jahre; Gruppe dreier, um die Kreuzung von Schützenstraße und Mühlenhof gruppierter Bauten, dreigeschossig mit historistischen Putz- und Klinkerfassaden.","Geschichtlich, Städtebaulich","Mietwohnungshäuser (Schützenstraße 31, 33), Wohnhaus mit Gaststätte (Schützenstraße 34)",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/38950.jpg
2422,Bauliche Anlage,Stadt Neumünster,"Neumünster, Stadt",Alsenplatz 4,ehem. Amts-Gemeinde-Haus,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/2422.jpg
13582,Bauliche Anlage,Stadt Neumünster,"Neumünster, Stadt",Altonaer Straße 11,Mietwohnungshaus,"Mietwohnungshaus; 1900; Rudolf Pries; dreigeschossiges Mietwohnungshaus unter im Mittelteil gewalmten Dach, reich gegliederte historistische Putzfassade mit gotisierendem Dekor","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/13582.jpg
7310,Bauliche Anlage,Stadt Neumünster,"Neumünster, Stadt",Altonaer Straße 40,Vollmeilenstein,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich, Wissenschaftlich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/7310.jpg
15111,Bauliche Anlage,Stadt Neumünster,"Neumünster, Stadt",Altonaer Straße 40,Holstenschule,"Holstenschule; 1901/1903, Paul Reese; dreigeschossiges Backsteingebäude auf Sandsteinsockel unter Walmdach, übergiebelter Mittelrisalit mit Sandsteinportal; an Straßenseite bauzeitliche Einfriedungsmauer","Geschichtlich, Künstlerisch, Städtebaulich","Holstenschule, Einfriedung",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15111.jpg
13590,Bauliche Anlage,Stadt Neumünster,"Neumünster, Stadt",Altonaer Straße 71 - 73,Doppelwohnhaus,"Doppelwohnhaus; 1930/36; Hans Wagner und August Silbertoff; zweigeschossiger Backsteinbau unter Satteldach, Hausfront durch regelmäßig angeordnete Fenster und Polygonalerker in den Seitenachsen gegliedert, an den Hausseiten zurückgesetzte Treppenhaustrakte, das Mauerwerk durch Keramik und Werksteinpartien belebt","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/13590.jpg
15291,Bauliche Anlage,Stadt Neumünster,"Neumünster, Stadt",Altonaer Straße 84,Stadtvilla,"Stadtvilla; 1907 u. 1927; Gottfried Wiese u. Friedrich Wilhelm Hain sen.; zweigeschossige Villa im Landhausstil unter Krüppelwalmdach, Putzfassade mit Backsteinsockel und -zierfeldern, flacher Seitenrisalit mit Fachwerkgiebel und Polygonalerker; im Hof bauzeitliche Remise","Geschichtlich, Städtebaulich","Stadtvilla, Remise",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15291.jpg
14099,Bauliche Anlage,Stadt Neumünster,"Neumünster, Stadt",Altonaer Straße 131,Südbahnhof,"Südbahnhof; 1916; Eisenbahndirektion Altona; zweigeschossiger Backsteinbau in Zweiteilung, der nach Norden gerichtete breitere Abschnitt mit Eingang und Zutritt zu den Bahnsteigen als Seitenrisalit unter Mansarddach hervorgehoben, der übrige Teil unter Walmdach, Fassade durch Gesimse, rustizierte Lisenen und Terrakottareliefs mit Eisenbahnmotiven belebt","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/14099.jpg
9911,Bauliche Anlage,Stadt Neumünster,"Neumünster, Stadt",Altonaer Straße 382,Straßenwärterhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9911.jpg
7387,Bauliche Anlage,Stadt Neumünster,"Neumünster, Stadt",Altonaer Straße,Halbmeilenstein,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich, Wissenschaftlich",gesamtes Objekt,
15239,Bauliche Anlage,Stadt Neumünster,"Neumünster, Stadt",Am Alten Kirchhof 4,Gemeindehaus der Anschargemeinde,"Gemeindehaus der Anscharkirche; ehem. Konfirmandenhaus und Interimskirche; 1900, 1986/87; Carl-Otto Göttsche, Friedrich Wilhelm Hain jun.; zweigeschossiger traufenständiger Putzbau unter Satteldach, Straßenfassade mit übergiebelter rechter Hälfte in historistischer Formgebung","Geschichtlich, Städtebaulich","Gemeindehaus der Anschargemeinde, Gemälde von August Westpahlen",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15239.jpg
